regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_bits,se_bits,varentropy_bits,mean_length,confidence,greedy_length,cache_seq_length,gold,predicted_answer,answers,length,dataset,language,all_classes,_id,answer_prefix,task,max_new_tokens,primary_score,error,correct
sampled,8,compressed,0.75,compressed@0.75,50,6.788301944732666,2.6429871091957677,349.26904296875,6.940000057220459,0.5076332643585116,2,273,2013,2013,['2013'],7877,hotpotqa,en,,f039fe9cc81a0a312f9899beca2fe26b710bf8c3aa23a4d9,Answer:,hotpotqa,52,1.0,0.0,1
sampled,9,full,,full,50,14.065577507019045,4.302414752796169,925.5386352539062,9.559999465942385,0.3606584661746964,5,1084,The Rebirth,Noelle Scaggs,['The Rebirth'],6021,hotpotqa,en,,a30caa5dafcc37835bfe4093f129017adf4c814e9016e10d,Answer:,hotpotqa,52,0.0,1.0,0
sampled,9,compressed,0.25,compressed@0.25,50,7.179605007171631,1.821800541869353,165.94786071777344,7.5,0.5150267707705766,5,813,The Rebirth,Noelle Scaggs,['The Rebirth'],6021,hotpotqa,en,,a30caa5dafcc37835bfe4093f129017adf4c814e9016e10d,Answer:,hotpotqa,52,0.0,1.0,0
sampled,9,compressed,0.75,compressed@0.75,50,45.58858108520508,7.292556270137722,2659.06884765625,21.920000076293945,0.2365519512862572,24,271,The Rebirth,No specific information is provided about the female member of Fitz and The Tantrums being the front woman for ten years.,['The Rebirth'],6021,hotpotqa,en,,a30caa5dafcc37835bfe4093f129017adf4c814e9016e10d,Answer:,hotpotqa,52,0.0,1.0,0
sampled,10,full,,full,50,26.649066925048828,5.135790612441647,1318.8172607421875,14.59999942779541,0.2821865961908416,26,1085,"October 13, 1980","No information is available about the American singer, songwriter, record producer, dancer and actress who's second studio album is Chapter II.","['October 13, 1980']",12090,hotpotqa,en,,72feb2a8e5b92548a357bfc11e94050464f93f1ce286418c,Answer:,hotpotqa,52,0.0,1.0,0
sampled,10,compressed,0.25,compressed@0.25,50,26.22951316833496,4.265465599127925,909.7098388671876,16.8799991607666,0.3405925554604164,26,813,"October 13, 1980","No information is provided about the American singer, songwriter, record producer, dancer and actress who's second studio album is Chapter II.","['October 13, 1980']",12090,hotpotqa,en,,72feb2a8e5b92548a357bfc11e94050464f93f1ce286418c,Answer:,hotpotqa,52,0.0,1.0,0
sampled,10,compressed,0.75,compressed@0.75,50,45.19744873046875,6.251100489051408,1953.8128662109373,24.68000030517578,0.2810036797964715,26,271,"October 13, 1980","No information is provided about the American singer, songwriter, record producer, dancer and actress who's second studio album is Chapter II.","['October 13, 1980']",12090,hotpotqa,en,,72feb2a8e5b92548a357bfc11e94050464f93f1ce286418c,Answer:,hotpotqa,52,0.0,1.0,0
sampled,11,full,,full,50,1.4997656345367432,0.6658570364248942,22.16827964782715,4.539999961853027,0.7953463440409769,3,1077,Betty Cohen,Han Peekel,['Betty Cohen'],11381,hotpotqa,en,,77439b0a62b6de3a022b1d7a5678c1c00fa8d9af42fea1bf,Answer:,hotpotqa,52,0.0,1.0,0
sampled,11,compressed,0.25,compressed@0.25,50,18.127361297607425,3.438973760781514,591.3270263671875,7.0,0.1661291276567891,2,807,Betty Cohen,Han Solo,['Betty Cohen'],11381,hotpotqa,en,,77439b0a62b6de3a022b1d7a5678c1c00fa8d9af42fea1bf,Answer:,hotpotqa,52,0.0,1.0,0
sampled,11,compressed,0.75,compressed@0.75,50,32.0869140625,5.9826947706489255,1789.6318359375,10.639999389648438,0.1236481369005045,4,269,Betty Cohen,Hanukkah Special,['Betty Cohen'],11381,hotpotqa,en,,77439b0a62b6de3a022b1d7a5678c1c00fa8d9af42fea1bf,Answer:,hotpotqa,52,0.0,1.0,0
sampled,12,full,,full,50,7.219729900360107,1.4573128812098777,106.18804168701172,15.299999237060549,0.7210255078211633,3,1089,Mary Astor,Bette Davis,['Mary Astor'],11127,hotpotqa,en,,21bc398556b5612bf0437043cd2800e943bab5929c4bccc5,Answer:,hotpotqa,52,0.0,1.0,0
sampled,12,compressed,0.25,compressed@0.25,50,8.459345817565918,3.1112787631442136,484.0027770996094,11.0,0.5868113008582873,3,816,Mary Astor,Bette Davis,['Mary Astor'],11127,hotpotqa,en,,21bc398556b5612bf0437043cd2800e943bab5929c4bccc5,Answer:,hotpotqa,52,0.0,1.0,0
sampled,12,compressed,0.75,compressed@0.75,50,10.9271821975708,4.823609842645081,1163.360595703125,11.019999504089355,0.5029275954183585,3,272,Mary Astor,Bette Davis,['Mary Astor'],11127,hotpotqa,en,,21bc398556b5612bf0437043cd2800e943bab5929c4bccc5,Answer:,hotpotqa,52,0.0,1.0,0
sampled,13,full,,full,50,2.0360546112060547,0.2584731636210147,3.340418815612793,3.319999933242798,0.6537135583290229,3,1076,number five,Number five.,['number five'],6961,hotpotqa,en,,e0998dbc2db68c7b18adff7fcc67081acc865c974b721312,Answer:,hotpotqa,52,1.0,0.0,1
sampled,13,compressed,0.25,compressed@0.25,50,6.590367317199707,3.1204992002545144,486.8757629394531,5.819999694824219,0.4561671362451535,3,807,number five,Number five.,['number five'],6961,hotpotqa,en,,e0998dbc2db68c7b18adff7fcc67081acc865c974b721312,Answer:,hotpotqa,52,1.0,0.0,1
sampled,13,compressed,0.75,compressed@0.75,50,10.11842918395996,4.3808133809723335,959.5762939453124,6.039999961853027,0.3131147474505847,3,269,number five,Number 5,['number five'],6961,hotpotqa,en,,e0998dbc2db68c7b18adff7fcc67081acc865c974b721312,Answer:,hotpotqa,52,0.5,0.5,1
sampled,14,full,,full,50,30.07717704772949,6.3815572128546725,2036.213623046875,31.34000015258789,0.5141617842132095,28,1082,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Alaska, New England, New York State, Fennoscandia, the Baltic states, Poland, Kazakhstan, and Russia.","['New Zealand, Canada, the United States, the Falkland Islands, and Peru.']",11852,hotpotqa,en,,139d2fcf8763003414ebd0187eb30b94930de13c4ab754a0,Answer:,hotpotqa,52,0.3478,0.6522,0
sampled,14,compressed,0.25,compressed@0.25,50,25.308439254760746,4.766681747590508,1136.062744140625,33.63999938964844,0.5936433116298373,28,811,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Alaska, New England, New York State, Fennoscandia, the Baltic states, Poland, Kazakhstan, and Russia.","['New Zealand, Canada, the United States, the Falkland Islands, and Peru.']",11852,hotpotqa,en,,139d2fcf8763003414ebd0187eb30b94930de13c4ab754a0,Answer:,hotpotqa,52,0.3478,0.6522,0
sampled,14,compressed,0.75,compressed@0.75,50,45.57205581665039,8.784811888815549,3858.64599609375,22.5,0.2456328282441254,39,270,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Russia, and parts of northern Europe share a common deer species with the forests of Mara and Mondrem, which are likely referring to the boreal forests of northern Scandinavia and Russia.","['New Zealand, Canada, the United States, the Falkland Islands, and Peru.']",11852,hotpotqa,en,,139d2fcf8763003414ebd0187eb30b94930de13c4ab754a0,Answer:,hotpotqa,52,0.10529999999999999,0.8947,0
sampled,15,full,,full,50,21.65599632263184,2.32130989190539,269.4239807128906,15.75999927520752,0.3857902241205894,13,1080,2000 Summer Olympic Games,No information is available about a professional cyclist named Sara Symington.,['2000 Summer Olympic Games'],8651,hotpotqa,en,,c261ca6aeaf366815232e91db1ef4dc8408cec3750c38ee9,Answer:,hotpotqa,52,0.0,1.0,0
sampled,15,compressed,0.25,compressed@0.25,50,30.973323822021484,5.079573110831387,1290.1031494140625,19.84000015258789,0.3388795709865603,15,810,2000 Summer Olympic Games,"No Olympic Games held in Sydney, Australia, are mentioned in the text.",['2000 Summer Olympic Games'],8651,hotpotqa,en,,c261ca6aeaf366815232e91db1ef4dc8408cec3750c38ee9,Answer:,hotpotqa,52,0.2667,0.7333000000000001,0
sampled,15,compressed,0.75,compressed@0.75,50,34.19532012939453,4.9520616958053445,1226.145751953125,23.35999870300293,0.3625266993615424,15,270,2000 Summer Olympic Games,"No Olympic Games held in Sydney, Australia, are mentioned in the text.",['2000 Summer Olympic Games'],8651,hotpotqa,en,,c261ca6aeaf366815232e91db1ef4dc8408cec3750c38ee9,Answer:,hotpotqa,52,0.2667,0.7333000000000001,0
sampled,16,full,,full,50,22.13064956665039,2.693061900042577,362.6291198730469,19.959999084472656,0.4636956082369843,23,1080,Claudio Javier López,There is no information about a retired Argentine footballer who played as a forward for Valencia CF in the given passages.,['Claudio Javier López'],4109,hotpotqa,en,,ab016faac478c4acc6e9ed3ed87f9e29dbed47fd946be244,Answer:,hotpotqa,52,0.0,1.0,0
sampled,16,compressed,0.25,compressed@0.25,50,25.62229347229004,3.38182830659874,571.838134765625,24.399999618530277,0.4829366925841221,23,810,Claudio Javier López,There is no information that the retired Argentine footballer who played as a forward was a main player for Valencia CF.,['Claudio Javier López'],4109,hotpotqa,en,,ab016faac478c4acc6e9ed3ed87f9e29dbed47fd946be244,Answer:,hotpotqa,52,0.0,1.0,0
sampled,16,compressed,0.75,compressed@0.75,50,37.22012710571289,6.909140727032378,2386.811279296875,27.69999885559082,0.3940124281235241,23,270,Claudio Javier López,There is no information that the retired Argentine footballer who played as a forward was a main player for Valencia CF.,['Claudio Javier López'],4109,hotpotqa,en,,ab016faac478c4acc6e9ed3ed87f9e29dbed47fd946be244,Answer:,hotpotqa,52,0.0,1.0,0
sampled,17,full,,full,50,25.270551681518555,4.6936777000090775,1101.530517578125,15.699999809265137,0.3276916227860424,13,1080,George H. W. Bush,There is no information about Richard Darman in the given passages.,['George H. W. Bush'],12697,hotpotqa,en,,cae319fad2385d30d79efac0fb61e58518fbdc0703be3b0f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,17,compressed,0.25,compressed@0.25,50,37.56289291381836,6.212967828524565,1930.0484619140625,23.439998626708984,0.3293029646457091,13,810,George H. W. Bush,There is no information about Richard Darman in the provided passages.,['George H. W. Bush'],12697,hotpotqa,en,,cae319fad2385d30d79efac0fb61e58518fbdc0703be3b0f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,17,compressed,0.75,compressed@0.75,50,38.28083801269531,5.144025281212175,1323.0498046875,24.920000076293945,0.3448045703729988,19,270,George H. W. Bush,There is no information in the provided texts about Richard Darman or the actor he worked with.,['George H. W. Bush'],12697,hotpotqa,en,,cae319fad2385d30d79efac0fb61e58518fbdc0703be3b0f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,18,full,,full,50,8.011204719543457,1.7961369068325326,161.30538940429688,8.4399995803833,0.5179214009589053,5,1087,"""Talk That Talk""",Honey to the B,"['""Talk That Talk""']",10290,hotpotqa,en,,e4df9576e5cd102024e81baf94a43325335d0ba2d8892041,Answer:,hotpotqa,52,0.0,1.0,0
sampled,18,compressed,0.25,compressed@0.25,50,11.342848777770996,3.458221458249439,597.9647827148438,10.09999942779541,0.4591207682982525,5,815,"""Talk That Talk""",Honey to the B,"['""Talk That Talk""']",10290,hotpotqa,en,,e4df9576e5cd102024e81baf94a43325335d0ba2d8892041,Answer:,hotpotqa,52,0.0,1.0,0
sampled,18,compressed,0.75,compressed@0.75,50,51.752777099609375,17.658700051249525,15591.484375,17.520000457763672,0.1290564754032714,7,271,"""Talk That Talk""","Honey, I'm in America","['""Talk That Talk""']",10290,hotpotqa,en,,e4df9576e5cd102024e81baf94a43325335d0ba2d8892041,Answer:,hotpotqa,52,0.0,1.0,0
sampled,19,full,,full,50,20.05706596374512,4.445575426099598,988.1570434570312,17.260000228881836,0.4468756082318935,24,1084,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990.",['Bob Dylan'],11185,hotpotqa,en,,5e3362de0244d2b96c83958c4d3229151999292c369b0197,Answer:,hotpotqa,52,0.0,1.0,0
sampled,19,compressed,0.25,compressed@0.25,50,21.29777336120605,2.5674184647700478,329.5818786621094,25.399999618530277,0.559226631256954,24,813,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990.",['Bob Dylan'],11185,hotpotqa,en,,5e3362de0244d2b96c83958c4d3229151999292c369b0197,Answer:,hotpotqa,52,0.0,1.0,0
sampled,19,compressed,0.75,compressed@0.75,50,38.76182174682617,5.800009681430497,1682.005615234375,25.799999237060547,0.3529666444899388,24,271,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990.",['Bob Dylan'],11185,hotpotqa,en,,5e3362de0244d2b96c83958c4d3229151999292c369b0197,Answer:,hotpotqa,52,0.0,1.0,0
sampled,20,full,,full,50,13.91399383544922,9.351352989507722,4372.39013671875,5.699999809265137,0.1841493693397544,3,1082,Cartoon Cartoon Fridays,TEENick,['Cartoon Cartoon Fridays'],8020,hotpotqa,en,,fda38e0c47dcd2b4f1de4adefeb00ab431221c0ef9adeb31,Answer:,hotpotqa,52,0.0,1.0,0
sampled,20,compressed,0.25,compressed@0.25,50,17.922210693359375,6.394928639530507,2044.755615234375,7.159999847412109,0.1763969947990686,3,811,Cartoon Cartoon Fridays,TEENick,['Cartoon Cartoon Fridays'],8020,hotpotqa,en,,fda38e0c47dcd2b4f1de4adefeb00ab431221c0ef9adeb31,Answer:,hotpotqa,52,0.0,1.0,0
sampled,20,compressed,0.75,compressed@0.75,50,31.54435157775879,10.388294381478126,5395.8330078125,10.260000228881836,0.1187090520502225,3,270,Cartoon Cartoon Fridays,TEENick,['Cartoon Cartoon Fridays'],8020,hotpotqa,en,,fda38e0c47dcd2b4f1de4adefeb00ab431221c0ef9adeb31,Answer:,hotpotqa,52,0.0,1.0,0
sampled,21,full,,full,50,21.276010513305664,3.5349676227300866,624.7998046875,15.81999969482422,0.3936865710290427,13,1074,on the Cumberland Plain,There is no information about Kellyville Ridge in the given passages.,['on the Cumberland Plain'],9946,hotpotqa,en,,ef245cc27251f559f3cd900c11c7bf9f303eec3c4b346802,Answer:,hotpotqa,52,0.0,1.0,0
sampled,21,compressed,0.25,compressed@0.25,50,39.18192672729492,8.455413564970522,3574.700927734375,27.35999870300293,0.3705941371430065,13,805,on the Cumberland Plain,There is no information about Kellyville Ridge in the given passages.,['on the Cumberland Plain'],9946,hotpotqa,en,,ef245cc27251f559f3cd900c11c7bf9f303eec3c4b346802,Answer:,hotpotqa,52,0.0,1.0,0
sampled,21,compressed,0.75,compressed@0.75,50,36.69289779663086,6.73050171386298,2264.982666015625,22.31999969482422,0.3199798447755707,13,268,on the Cumberland Plain,There is no information about Kellyville Ridge in the provided text.,['on the Cumberland Plain'],9946,hotpotqa,en,,ef245cc27251f559f3cd900c11c7bf9f303eec3c4b346802,Answer:,hotpotqa,52,0.0,1.0,0
sampled,22,full,,full,50,3.156118631362915,0.6584062592237855,21.67494010925293,4.21999979019165,0.5954715762737771,2,1079,Long Island,Long Island,['Long Island'],3766,hotpotqa,en,,3a75aba6bc2496016339474aef28ffdc9dbebdc00ccc166b,Answer:,hotpotqa,52,1.0,0.0,1
sampled,22,compressed,0.25,compressed@0.25,50,2.2804439067840576,0.3715958260621038,6.904172897338867,3.679999828338623,0.6508126169581604,2,809,Long Island,Long Island,['Long Island'],3766,hotpotqa,en,,3a75aba6bc2496016339474aef28ffdc9dbebdc00ccc166b,Answer:,hotpotqa,52,1.0,0.0,1
sampled,22,compressed,0.75,compressed@0.75,50,4.291374206542969,2.0670044325590475,213.6253662109375,4.699999809265137,0.5310581025435195,2,269,Long Island,Long Island,['Long Island'],3766,hotpotqa,en,,3a75aba6bc2496016339474aef28ffdc9dbebdc00ccc166b,Answer:,hotpotqa,52,1.0,0.0,1
sampled,23,full,,full,50,33.49347686767578,3.994514671513612,797.807373046875,19.600000381469727,0.305903637663442,16,1078,PewDiePie,There is no information about a season eighteen of South Park in the given passages.,['PewDiePie'],8462,hotpotqa,en,,3dc3db870ea907282d3160c597c4d618ae6ba2a6bdd712bb,Answer:,hotpotqa,52,0.0,1.0,0
sampled,23,compressed,0.25,compressed@0.25,50,28.887828826904297,4.100613283019383,840.75146484375,23.920000076293945,0.4329627607849525,16,808,PewDiePie,There is no information about a season eighteen of South Park in the provided text.,['PewDiePie'],8462,hotpotqa,en,,3dc3db870ea907282d3160c597c4d618ae6ba2a6bdd712bb,Answer:,hotpotqa,52,0.0,1.0,0
sampled,23,compressed,0.75,compressed@0.75,50,58.73134231567383,7.004702661426822,2453.29296875,31.959999084472656,0.2797768370269615,16,269,PewDiePie,There is no information about a season eighteen of South Park in the provided text.,['PewDiePie'],8462,hotpotqa,en,,3dc3db870ea907282d3160c597c4d618ae6ba2a6bdd712bb,Answer:,hotpotqa,52,0.0,1.0,0
sampled,24,full,,full,50,40.18883514404297,11.875233961511032,7051.05908203125,18.739999771118164,0.2261656394969473,8,1080,It's Always Sunny in Philadelphia,I can't help you with that.,"[""It's Always Sunny in Philadelphia""]",10483,hotpotqa,en,,26a5366c80c3a569c474a3990f3383beb125d34149e8ed3e,Answer:,hotpotqa,52,0.0,1.0,0
sampled,24,compressed,0.25,compressed@0.25,50,44.11852264404297,5.394038095217372,1454.7823486328125,27.63999938964844,0.3307506904087557,25,810,It's Always Sunny in Philadelphia,I'm not aware of any information about Robbie Tucker playing in a series about a group of friends who run an Irish bar.,"[""It's Always Sunny in Philadelphia""]",10483,hotpotqa,en,,26a5366c80c3a569c474a3990f3383beb125d34149e8ed3e,Answer:,hotpotqa,52,0.08,0.92,0
sampled,24,compressed,0.75,compressed@0.75,50,66.12966918945312,9.146526406920826,4182.947265625,31.57999992370605,0.2342244519327665,25,270,It's Always Sunny in Philadelphia,I'm not aware of any information about Robbie Tucker playing in a series about a group of friends who run an Irish bar.,"[""It's Always Sunny in Philadelphia""]",10483,hotpotqa,en,,26a5366c80c3a569c474a3990f3383beb125d34149e8ed3e,Answer:,hotpotqa,52,0.08,0.92,0
sampled,25,full,,full,50,14.172025680541992,2.006653970232536,201.3330078125,3.379999876022339,0.0546775658605288,3,1110,#364,"1,500",['#364'],6361,hotpotqa,en,,6eafb48c7a974b5097cb4752eb3853dbac8f622173d24e44,Answer:,hotpotqa,52,0.0,1.0,0
sampled,25,compressed,0.25,compressed@0.25,50,11.976698875427246,0.4726367788796761,11.169276237487791,3.0199999809265137,0.0639995527988032,3,832,#364,"1,500",['#364'],6361,hotpotqa,en,,6eafb48c7a974b5097cb4752eb3853dbac8f622173d24e44,Answer:,hotpotqa,52,0.0,1.0,0
sampled,25,compressed,0.75,compressed@0.75,50,12.752326011657717,0.889489793587036,39.55960464477539,3.919999837875366,0.1048831965481199,3,277,#364,"1,500",['#364'],6361,hotpotqa,en,,6eafb48c7a974b5097cb4752eb3853dbac8f622173d24e44,Answer:,hotpotqa,52,0.0,1.0,0
sampled,26,full,,full,50,5.044466018676758,0.7596981412831946,28.85706329345703,5.539999961853027,0.5319809753525578,3,1084,Ribosomes,ribosomal assembly,['Ribosomes'],11209,hotpotqa,en,,1ceb1c91662d241b3421853112a91b5868d1b81fe3b88ce4,Answer:,hotpotqa,52,0.0,1.0,0
sampled,26,compressed,0.25,compressed@0.25,50,5.235790729522705,0.5805773380620289,16.85350227355957,5.920000076293945,0.5417037184934027,3,813,Ribosomes,ribosomal assembly,['Ribosomes'],11209,hotpotqa,en,,1ceb1c91662d241b3421853112a91b5868d1b81fe3b88ce4,Answer:,hotpotqa,52,0.0,1.0,0
