regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_seq,H_seq_se,varentropy_seq,mean_length,confidence,greedy_length,cache_seq_length,kl_seq,kl_seq_se,n_kl_samples,gold,predicted_answer
sampled,2,full,,full,50,27.52923011779785,7.013228293286195,2459.2685546875,14.75999927520752,0.27449959229664067,3,5510,,,0,Color,Type: Color
sampled,2,compressed,0.25,compressed@0.25,50,33.52899932861328,6.202858149172041,1923.7724609375,22.260000228881836,0.3520264304806477,3,4132,6.187317848205566,1.4470471537195637,50,Color,Type: Color
sampled,2,compressed,0.5,compressed@0.5,50,25.927289962768555,6.2468636661978225,1951.165283203125,16.440000534057617,0.33515823398520417,3,2755,7.322427749633789,1.6511269160102253,50,Color,Type: Color
sampled,2,compressed,0.75,compressed@0.75,50,31.96966552734375,6.915490848224369,2391.20068359375,19.079999923706055,0.31304479065419977,5,1377,10.41603946685791,2.390247749033102,50,Color,Type: Definition of something
sampled,2,compressed,0.95,compressed@0.95,50,43.37531280517578,9.271253560232564,4297.80712890625,22.35999870300293,0.260641361436403,3,275,14.224540710449219,2.9131183540875702,50,Color,Type: Color
sampled,3,full,,full,50,11.996603965759277,5.015047425856883,1257.5350341796875,8.979999542236328,0.39613805635509386,3,8007,,,0,Date,Type: Date
sampled,3,compressed,0.25,compressed@0.25,50,15.91495418548584,4.688777430105048,1099.231689453125,12.199999809265137,0.40486014511002877,3,6005,2.1354503631591797,0.8109911244914498,50,Date,Type: Date
sampled,3,compressed,0.5,compressed@0.5,50,42.251792907714844,7.23765415692906,2619.181884765625,29.85999870300293,0.37501066259432686,38,4003,5.486692905426025,1.1482577851519706,50,Date,"Type: Event

This question is asking for a specific historical event, which is the assassination of President John F. Kennedy. The correct answer would be November 22, 1963."
sampled,3,compressed,0.75,compressed@0.75,50,46.11835861206055,6.7204572685523045,2258.227294921875,31.65999984741211,0.364331616278215,42,2001,7.315433025360107,1.3679154312139055,50,Date,"Type: Event

This question is asking for a specific historical event, which is the assassination of President John F. Kennedy. The answer would be a date, which is November 22, 1963."
sampled,3,compressed,0.95,compressed@0.95,50,67.95606231689453,13.808304651323057,9533.4638671875,43.73999786376953,0.3406502990855485,41,400,15.135053634643555,1.6980580626356776,50,Date,"Type: Historical Event

This question is about a specific event in history, the assassination of President John F. Kennedy. The answer would be a date, which is November 22, 1963."
sampled,4,full,,full,50,13.438992500305176,4.467649558562646,997.99462890625,8.279999732971191,0.32464462218849666,4,7155,,,0,Currency name,Type: Other entity
sampled,4,compressed,0.25,compressed@0.25,50,39.715492248535156,8.390359050720058,3519.90625,19.899999618530273,0.2507369597969704,3,5366,4.344751358032227,0.7478263127429803,50,Currency name,Type: Currency
sampled,4,compressed,0.5,compressed@0.5,50,27.368192672729492,6.290516718516651,1978.530029296875,16.260000228881836,0.31139967376151806,3,3577,4.674991130828857,1.0166955370529944,50,Currency name,Type: Currency
sampled,4,compressed,0.75,compressed@0.75,50,28.360553741455078,5.038898253137162,1269.5247802734375,19.100000381469727,0.357286740676307,3,1788,6.463128566741943,1.2108904980797577,50,Currency name,Type: Currency
sampled,4,compressed,0.95,compressed@0.95,50,44.482547760009766,6.889912803330677,2373.544921875,25.939998626708984,0.3046396002241247,18,357,25.60197639465332,1.88285755910813,50,Currency name,"Type: Equivalent term 

Answer: The currency used in Argentina is the Argentine Peso."
sampled,5,full,,full,50,9.603574752807617,2.854100112324702,407.29437255859375,10.460000038146973,0.5291967914030489,5,11097,,,0,Definition of something,Type: Definition of something
sampled,5,compressed,0.25,compressed@0.25,50,9.824872016906738,3.221125488717026,518.782470703125,11.880000114440918,0.5636965241300289,5,8322,3.9492733478546143,1.0602182458729126,50,Definition of something,Type: Definition of something
sampled,5,compressed,0.5,compressed@0.5,50,16.438539505004883,4.588699657940281,1052.8082275390625,17.5,0.5214695374745668,5,5548,4.897968769073486,1.1853115113362604,50,Definition of something,Type: Definition of something
sampled,5,compressed,0.75,compressed@0.75,50,14.394253730773926,4.160727293554352,865.5825805664062,14.359999656677246,0.4991739719721296,5,2774,7.629672527313232,1.6151510993496765,50,Definition of something,Type: Definition of something
sampled,5,compressed,0.95,compressed@0.95,50,41.16400909423828,5.363014890053681,1438.096435546875,34.279998779296875,0.4350288200742574,5,554,11.136819839477539,2.202428136685877,50,Definition of something,Type: Definition of something
sampled,6,full,,full,50,16.356285095214844,4.389947261971449,963.5818481445312,14.380000114440918,0.4545677083121046,4,2800,,,0,Other location,Type: Other location
sampled,6,compressed,0.25,compressed@0.25,50,18.242748260498047,4.8060600173765,1154.91064453125,15.079999923706055,0.43234912466909525,4,2100,5.512451648712158,1.1714744758251312,50,Other location,Type: Other location
sampled,6,compressed,0.5,compressed@0.5,50,35.51992416381836,6.5581555560138245,2150.47021484375,22.51999855041504,0.3351174247714973,4,1400,8.597538948059082,1.5090116264850935,50,Other location,Type: Other location
sampled,6,compressed,0.75,compressed@0.75,50,62.32402038574219,7.464151303899191,2785.677734375,37.70000076293945,0.3179436475559246,5,700,24.235736846923828,3.082236704970718,50,Other location,Type: Description of something
sampled,6,compressed,0.95,compressed@0.95,50,75.03900146484375,6.23014032245663,1940.732421875,47.23999786376953,0.332525463519497,5,140,41.823699951171875,3.583719527850481,50,Other location,Type: Definition of something
sampled,7,full,,full,50,5.8390679359436035,2.214996756729955,245.31053161621094,7.699999809265137,0.5911841386781362,5,5939,,,0,Definition of something,Type: Description of something
sampled,7,compressed,0.25,compressed@0.25,50,23.176795959472656,7.179234717768496,2577.070556640625,14.9399995803833,0.34119653991130233,5,4454,4.540096282958984,0.770297742474004,50,Definition of something,Type: Definition of something
sampled,7,compressed,0.5,compressed@0.5,50,13.2635498046875,3.5750035852801076,639.0325317382812,12.420000076293945,0.4770066683684108,5,2969,4.092202186584473,0.7745346641195935,50,Definition of something,Type: Definition of something
sampled,7,compressed,0.75,compressed@0.75,50,18.23172378540039,4.507662069630373,1015.9508666992188,16.079999923706055,0.45570949114443066,4,1484,3.733708381652832,0.7652123409602151,50,Definition of something,Type: Equivalent term
sampled,7,compressed,0.95,compressed@0.95,50,45.268226623535156,5.950230185279599,1770.261962890625,33.55999755859375,0.3925981951917706,4,296,29.411874771118164,1.3844998202229084,50,Definition of something,Type: Equivalent term
sampled,8,full,,full,50,22.94550895690918,7.268546455662577,2641.58837890625,10.539999961853027,0.22113613986308803,3,6335,,,0,Currency name,Type: Currency
sampled,8,compressed,0.25,compressed@0.25,50,23.34170150756836,5.865614802535089,1720.2718505859375,14.799999237060547,0.3351451405300067,3,4751,4.5982890129089355,1.3300498459732393,50,Currency name,Type: Currency
sampled,8,compressed,0.5,compressed@0.5,50,13.707106590270996,3.773807241202179,712.0810546875,10.819999694824219,0.41557172606552345,3,3167,5.374893665313721,1.6084118970482673,50,Currency name,Type: Currency
sampled,8,compressed,0.75,compressed@0.75,50,7.370316505432129,2.366170754211525,279.9382019042969,8.09999942779541,0.5322161945698529,3,1583,6.266421318054199,1.8509447314616883,50,Currency name,Type: Currency
sampled,8,compressed,0.95,compressed@0.95,50,40.60470962524414,6.182324421599553,1911.0567626953125,24.579999923706055,0.3182117462963618,3,316,11.542695999145508,2.426827471648621,50,Currency name,Type: Country
sampled,9,full,,full,50,21.55615234375,4.630473956572913,1072.064453125,18.100000381469727,0.4380150598318654,5,3485,,,0,Description of something,Type: Description of something
sampled,9,compressed,0.25,compressed@0.25,50,34.36119079589844,5.391651396850157,1453.4952392578125,32.939998626708984,0.4852685004883769,5,2613,9.158121109008789,1.4625506009208387,50,Description of something,Type: Description of something
sampled,9,compressed,0.5,compressed@0.5,50,27.241416931152344,5.113245380412767,1307.263916015625,27.439998626708984,0.5025144335002507,5,1742,9.890199661254883,1.5624521477047506,50,Description of something,Type: Description of something
sampled,9,compressed,0.75,compressed@0.75,50,46.00815200805664,7.3700095668611585,2715.85205078125,35.20000076293945,0.40414649804462,5,871,19.226776123046875,2.880804792915135,50,Description of something,Type: Description of something
sampled,9,compressed,0.95,compressed@0.95,50,70.12528991699219,5.473869032731784,1498.162109375,53.599998474121094,0.40379426102667537,64,174,41.29754638671875,3.341178004684033,50,Description of something,"Type: Effect of volcanoes on the climate is a topic of study in the field of geology and climate science.

However, to classify the question into the given categories, I would say it is a question about a scientific topic, specifically a type of environmental science or geology.

If I had to choose from the"
sampled,10,full,,full,50,8.786102294921875,3.744561486029606,701.0870361328125,7.239999771118164,0.43120622712478646,5,7178,,,0,Definition of something,Type: Definition of something
sampled,10,compressed,0.25,compressed@0.25,50,11.722352027893066,3.1851351713185285,507.2543029785156,11.319999694824219,0.48783206830146053,3,5383,1.8195319175720215,0.49545147507505993,50,Definition of something,Type: Event
sampled,10,compressed,0.5,compressed@0.5,50,16.339773178100586,3.270697130092738,534.8729858398438,12.539999961853027,0.4052791263495817,3,3589,2.2692739963531494,0.5092732708220404,50,Definition of something,Type: Holiday
sampled,10,compressed,0.75,compressed@0.75,50,13.32275390625,3.484098223312239,606.947021484375,12.819999694824219,0.4865916939704986,3,1794,5.915428161621094,0.7086443528651423,50,Definition of something,Type: Holiday
sampled,10,compressed,0.95,compressed@0.95,50,26.04656219482422,3.6055521218692186,650.0003051757812,28.939998626708984,0.5358794986961488,3,358,10.755755424499512,1.640377957590872,50,Definition of something,Type: Holiday
sampled,11,full,,full,50,9.229737281799316,2.524214276729246,318.5828857421875,8.239999771118164,0.4600575402198024,3,7099,,,0,Date,Type: Date
sampled,11,compressed,0.25,compressed@0.25,50,16.188547134399414,4.027271080212459,810.9456176757812,14.139999389648438,0.452228528830913,3,5324,1.9460290670394897,0.41252591600792043,50,Date,Type: Event
sampled,11,compressed,0.5,compressed@0.5,50,13.810382843017578,3.504118496219395,613.9423217773438,13.859999656677246,0.50124222343391,3,3549,2.38542103767395,0.4691967678859573,50,Date,Type: Event
sampled,11,compressed,0.75,compressed@0.75,50,27.89120101928711,3.855520753828609,743.2520141601562,27.079999923706055,0.4897251760097913,27,1774,3.6107594966888428,0.5181675594138504,50,Date,"Type: Event 

The Boston Tea Party was a pivotal event in American history that took place on December 16, 1773."
sampled,11,compressed,0.95,compressed@0.95,50,40.18204879760742,5.385738274165623,1450.308837890625,38.18000030517578,0.48215298908278503,43,354,11.780521392822266,0.5040066783099266,50,Date,"Type: Historical event

This question is asking for a specific date in history, which is a type of factual information. The correct answer would be a date, such as ""December 16, 1773""."
sampled,12,full,,full,50,1.0483683347702026,0.3001395536720657,4.50418758392334,5.019999980926514,0.865233653146583,4,6651,,,0,Other location,Type: Other location
sampled,12,compressed,0.25,compressed@0.25,50,11.915876388549805,3.8120989479120126,726.6049194335938,13.319999694824219,0.5379017779276136,4,4988,0.1494503766298294,0.1740445484924027,50,Other location,Type: Other location
sampled,12,compressed,0.5,compressed@0.5,50,12.726394653320312,4.898188789539328,1199.6126708984375,9.679999351501465,0.4020062167149699,4,3325,0.9532044529914856,0.30049126455904496,50,Other location,Type: Other location
sampled,12,compressed,0.75,compressed@0.75,50,33.80855941772461,6.818299566928326,2324.46044921875,20.439998626708984,0.3177492827706929,4,1662,2.0606400966644287,0.3763612961518345,50,Other location,Type: Other location
sampled,12,compressed,0.95,compressed@0.95,50,53.1583251953125,5.875359031582666,1725.9921875,45.86000061035156,0.44777826863370196,35,332,7.629372596740723,0.7536713577162758,50,Other location,"Type: Location

This question is asking for a specific location, which is a type of factual information. The answer would be a place on Earth known for its high rainfall."
sampled,13,full,,full,50,5.953199863433838,3.019150303427688,455.763427734375,6.859999656677246,0.5479767405976738,3,10344,,,0,Individual,Type: Individual
sampled,13,compressed,0.25,compressed@0.25,50,23.069381713867188,6.918715065968716,2393.430908203125,14.739999771118164,0.33795733141588485,3,7758,2.420337200164795,0.7600476460830637,50,Individual,Type: Individual
sampled,13,compressed,0.5,compressed@0.5,50,23.98953628540039,6.764002403579186,2287.58642578125,14.559999465942383,0.31916336084599656,3,5172,2.7995781898498535,0.8762522864209872,50,Individual,Type: Individual
sampled,13,compressed,0.75,compressed@0.75,50,23.229345321655273,5.586506089942868,1560.4525146484375,18.5,0.4188076525540661,3,2586,3.5039730072021484,1.0546555261357111,50,Individual,Type: Individual
sampled,13,compressed,0.95,compressed@0.95,50,48.45066833496094,6.7295033858608395,2264.310791015625,29.939998626708984,0.3257283341047289,3,517,7.374109268188477,1.2320125484075208,50,Individual,Type: Person
sampled,14,full,,full,50,8.086803436279297,4.1933225320051255,879.1976928710938,7.319999694824219,0.46498155171692906,3,7182,,,0,Date,Type: Date
sampled,14,compressed,0.25,compressed@0.25,50,24.433719635009766,5.122646658619204,1312.075439453125,18.119998931884766,0.3927166426575951,3,5386,2.3254897594451904,0.7364274582782423,50,Date,Type: Date
sampled,14,compressed,0.5,compressed@0.5,50,15.024750709533691,3.730466541229713,695.8190307617188,12.65999984741211,0.4392794231083818,3,3591,2.8038837909698486,0.8753012438332615,50,Date,Type: Date
sampled,14,compressed,0.75,compressed@0.75,50,17.30880355834961,4.410700046743572,972.7137451171875,16.18000030517578,0.4763964788773703,3,1795,3.202523708343506,0.954121453381452,50,Date,Type: Date
sampled,14,compressed,0.95,compressed@0.95,50,35.9247932434082,3.9212255127044626,768.8004760742188,30.31999969482422,0.4398688448535402,40,359,9.99404239654541,0.8725622606333835,50,Date,"Type: Historical question

This question is asking for a specific date related to a historical figure, Abraham Lincoln. The answer would be a date in the past, which is a characteristic of historical questions."
sampled,15,full,,full,50,9.433612823486328,7.514285223617414,2823.22412109375,6.299999713897705,0.35419139483680034,3,5826,,,0,Date,Type: Date
sampled,15,compressed,0.25,compressed@0.25,50,6.709799766540527,3.296682458832667,543.40576171875,7.639999866485596,0.54402842553211,3,4369,0.5024834871292114,0.3310622492914041,50,Date,Type: Date
sampled,15,compressed,0.5,compressed@0.5,50,10.862714767456055,4.352035011375066,947.0104370117188,9.5,0.4526777609751125,3,2913,0.9412850737571716,0.5374468754974148,50,Date,Type: Date
sampled,15,compressed,0.75,compressed@0.75,50,13.72280216217041,5.354677469351563,1433.6285400390625,11.039999961853027,0.4224910104983416,3,1456,1.2236008644104004,0.6687551337784841,50,Date,Type: Date
sampled,15,compressed,0.95,compressed@0.95,50,42.444915771484375,5.745586366534968,1650.588134765625,29.01999855041504,0.36283633290324424,19,291,4.756217956542969,0.8876606110860349,50,Date,"Type: Date of birth of a historical figure.

Answer: October 14, 1890"
sampled,16,full,,full,50,23.364171981811523,6.747353358447295,2276.3388671875,13.59999942779541,0.3039795341983623,4,6144,,,0,Other entity,Type: Other location
sampled,16,compressed,0.25,compressed@0.25,50,33.17799377441406,6.188647502496507,1914.9678955078125,23.34000015258789,0.37332192154002664,4,4608,5.3037824630737305,1.1212332842717385,50,Other entity,Type: Other location
sampled,16,compressed,0.5,compressed@0.5,50,37.366512298583984,6.428366928480942,2066.195068359375,25.459999084472656,0.3615693557860067,4,3072,7.416626930236816,1.416338971702633,50,Other entity,Type: Other location
sampled,16,compressed,0.75,compressed@0.75,50,50.299461364746094,5.6392830813743515,1590.07568359375,31.34000015258789,0.32874469663551453,5,1536,12.131997108459473,1.6838351770052533,50,Other entity,Type: Definition of something
sampled,16,compressed,0.95,compressed@0.95,50,57.94833755493164,5.358220083286753,1435.526123046875,40.47999954223633,0.37073748614079177,51,307,17.53809356689453,1.97352749943233,50,Other entity,"Type: Historical Location

This question is asking for a specific historical location, which is a monastery that was raided by Vikings in the late eighth century. The answer would be a specific name of a monastery, such as Lindisfarne or Iona."
sampled,17,full,,full,50,2.1294891834259033,0.8070214181395295,32.564178466796875,6.980000019073486,0.8093948585063082,6,7272,,,0,Number of something,"Type: Distance, linear measure"
sampled,17,compressed,0.25,compressed@0.25,50,6.834727764129639,2.46950270368664,304.92218017578125,7.980000019073486,0.5522976231261945,5,5454,6.651896953582764,0.4317015785229073,50,Number of something,Type: Number of something
sampled,17,compressed,0.5,compressed@0.5,50,9.609414100646973,3.383228720063961,572.3118286132812,8.5,0.45675128441800983,4,3636,4.202217102050781,0.4371426894350558,50,Number of something,Type: Other number
sampled,17,compressed,0.75,compressed@0.75,50,13.306206703186035,3.3291617369983317,554.1658935546875,10.420000076293945,0.4126563649415506,6,1818,1.7333054542541504,0.32188108864367976,50,Number of something,"Type: Distance, linear measure"
sampled,17,compressed,0.95,compressed@0.95,50,15.119918823242188,3.874788300668825,750.69921875,12.59999942779541,0.4352772080114034,5,363,33.83073806762695,0.8282579768677856,50,Number of something,Type: Number of something
sampled,18,full,,full,50,10.555755615234375,2.879719080469808,414.63909912109375,9.880000114440918,0.47684876706839846,4,2075,,,0,Other location,Type: Other location
sampled,18,compressed,0.25,compressed@0.25,50,6.607686519622803,1.704215892027951,145.21759033203125,8.579999923706055,0.5863659998558616,4,1556,3.0830883979797363,0.6947416898567409,50,Other location,Type: Other location
sampled,18,compressed,0.5,compressed@0.5,50,35.37517547607422,5.208829924242823,1356.595458984375,25.059999465942383,0.3758895812196797,3,1037,4.967951774597168,0.917429196486795,50,Other location,Type: Location
sampled,18,compressed,0.75,compressed@0.75,50,32.026893615722656,4.999529518880377,1249.7647705078125,22.03999900817871,0.36522921715434786,3,518,10.076848983764648,1.3488060651975404,50,Other location,Type: Location
sampled,18,compressed,0.95,compressed@0.95,50,51.67762756347656,6.251323297410718,1953.9521484375,32.779998779296875,0.3352946181428874,9,103,28.689544677734375,1.9012098776893196,50,Other location,"Type: Equivalent term 

Equivalent term: Paris"
sampled,19,full,,full,50,7.517094612121582,4.2878020688962835,919.2623291015625,9.34000015258789,0.5724302800715488,5,3069,,,0,Definition of something,Type: Definition of something
sampled,19,compressed,0.25,compressed@0.25,50,8.439740180969238,2.352567787612612,276.728759765625,12.65999984741211,0.6299694821066022,5,2301,1.1068367958068848,0.35680903691963106,50,Definition of something,Type: Definition of something
sampled,19,compressed,0.5,compressed@0.5,50,5.921657562255859,1.8285247626480718,167.17514038085938,10.019999504089355,0.6638900249769943,5,1534,1.6069912910461426,0.4910150423251316,50,Definition of something,Type: Definition of something
sampled,19,compressed,0.75,compressed@0.75,50,19.564891815185547,4.282499104960137,916.9899291992188,16.639999389648438,0.4426459740677546,5,767,2.8680858612060547,0.6411453441263704,50,Definition of something,Type: Definition of something
sampled,19,compressed,0.95,compressed@0.95,50,36.38338851928711,4.50961050580452,1016.829345703125,33.939998626708984,0.47566195441991366,36,153,25.833011627197266,0.9407488465759521,50,Definition of something,"Type: Definition 

Explanation: Nepotism is the practice of giving favor or preference to family members or friends in business or professional matters, often resulting in unfair treatment or advantage."
sampled,20,full,,full,50,4.9671196937561035,1.7759023172819342,157.6914520263672,6.399999618530273,0.5839381603641942,3,10991,,,0,Other number,Type: Price
sampled,20,compressed,0.25,compressed@0.25,50,7.498758316040039,3.4296232553777863,588.1157836914062,7.960000038146973,0.5204909330437131,3,8243,1.4393138885498047,0.26070379881847483,50,Other number,Type: Price
sampled,20,compressed,0.5,compressed@0.5,50,11.011815071105957,3.369879470616772,567.8043823242188,9.380000114440918,0.4432008395886773,3,5495,1.580085277557373,0.27719113731363165,50,Other number,Type: Price
sampled,20,compressed,0.75,compressed@0.75,50,14.85903549194336,4.119876227139976,848.6690063476562,13.09999942779541,0.4555629826405101,3,2747,1.4246602058410645,0.36286856232128756,50,Other number,Type: Price
sampled,20,compressed,0.95,compressed@0.95,50,29.60007095336914,4.530751588968159,1026.385498046875,18.020000457763672,0.3202736000881199,4,549,14.799257278442383,0.7750205006502877,50,Other number,Type: Tax rate
sampled,21,full,,full,50,7.398749828338623,1.711976175873313,146.54312133789062,10.59999942779541,0.6164281681795971,5,3701,,,0,Definition of something,Type: Definition of something
sampled,21,compressed,0.25,compressed@0.25,50,11.90060806274414,3.1479002720935862,495.46380615234375,13.719999313354492,0.5481371022063192,5,2775,4.891987323760986,0.8531884920856257,50,Definition of something,Type: Disease and medicine
sampled,21,compressed,0.5,compressed@0.5,50,18.547780990600586,3.896186255042792,759.0133666992188,18.920000076293945,0.5068649503930828,5,1850,7.161258220672607,0.861130929807706,50,Definition of something,Type: Disease and medicine
sampled,21,compressed,0.75,compressed@0.75,50,21.703826904296875,4.60564997788043,1060.6005859375,22.0,0.5046875527965227,5,925,6.385995864868164,1.0787366994875482,50,Definition of something,Type: Disease and medicine
sampled,21,compressed,0.95,compressed@0.95,50,46.773284912109375,3.8183016499792646,728.9713745117188,51.39999771118164,0.5321902073555577,64,185,22.000682830810547,2.529280435516073,50,Definition of something,"Type: Definition of a medical condition

This question is asking for a definition of a specific medical condition, in this case, autism. The answer should provide a clear and concise explanation of what autism is, its symptoms, and its effects on individuals. 

Answer: Autism, also known as Autism Spectrum Disorder (ASD"
sampled,22,full,,full,50,13.335416793823242,10.928769730051961,5971.900390625,9.059999465942383,0.36050710570611666,6,4835,,,0,"Distance, linear measure","Type: Distance, linear measure"
sampled,22,compressed,0.25,compressed@0.25,50,1.2585803270339966,0.7197296631123851,25.90053939819336,7.259999752044678,0.8867761177493437,6,3626,1.038464069366455,0.48745441712723814,50,"Distance, linear measure","Type: Distance, linear measure"
sampled,22,compressed,0.5,compressed@0.5,50,39.88921356201172,9.37758922578186,4396.958984375,20.31999969482422,0.25648531223004445,5,2417,32.007511138916016,0.9139142507984542,50,"Distance, linear measure",Type: Number of something
sampled,22,compressed,0.75,compressed@0.75,50,19.847171783447266,4.6953767154510615,1102.328125,13.199999809265137,0.3526787005183304,5,1208,30.197172164916992,1.0421562041426458,50,"Distance, linear measure",Type: Number of something
sampled,22,compressed,0.95,compressed@0.95,50,59.45452880859375,6.005587608180505,1803.3541259765625,39.86000061035156,0.35562194410310277,5,241,44.876991271972656,0.7447282528501666,50,"Distance, linear measure",Type: Definition of something
sampled,23,full,,full,50,6.548312187194824,1.6602059735200687,137.81419372558594,8.84000015258789,0.5984243203379974,5,5022,,,0,Expression abbreviated,Type: Definition of something
sampled,23,compressed,0.25,compressed@0.25,50,6.133852481842041,1.5645773300414676,122.39511108398438,11.059999465942383,0.6808467927773301,5,3766,2.974169969558716,0.6983505980088066,50,Expression abbreviated,Type: Definition of something
sampled,23,compressed,0.5,compressed@0.5,50,6.634914398193359,2.0233037932416607,204.6879119873047,12.25999927520752,0.6872067365559936,5,2511,4.0119733810424805,0.8907541281802275,50,Expression abbreviated,Type: Definition of something
sampled,23,compressed,0.75,compressed@0.75,50,11.137012481689453,2.854097118412078,407.29351806640625,15.65999984741211,0.6108221254142514,4,1255,7.848384857177734,1.3389335579145687,50,Expression abbreviated,Type: Expression abbreviated
sampled,23,compressed,0.95,compressed@0.95,50,22.557119369506836,3.0664172969546235,470.145751953125,26.899999618530273,0.559203525916058,18,251,32.1771240234375,1.0871130594731848,50,Expression abbreviated,"Type: Definition

Answer: CPR stands for Cardiopulmonary Resuscitation."
sampled,24,full,,full,50,10.533830642700195,3.638634112290627,661.98291015625,10.960000038146973,0.5136594407587436,3,2495,,,0,Date,Type: Date
sampled,24,compressed,0.25,compressed@0.25,50,9.00909423828125,2.8655133906836836,410.558349609375,11.09999942779541,0.569737725909017,3,1871,3.315171957015991,1.3688427479991996,50,Date,Type: Date
sampled,24,compressed,0.5,compressed@0.5,50,11.376404762268066,3.907308918972398,763.3531494140625,11.59999942779541,0.5067251711609944,3,1247,4.342673301696777,1.6027199514187689,50,Date,Type: Date
sampled,24,compressed,0.75,compressed@0.75,50,32.09592819213867,5.533393828892446,1530.92236328125,24.34000015258789,0.4009100617722,3,623,6.096110820770264,1.9152859610251416,50,Date,Type: Date
sampled,24,compressed,0.95,compressed@0.95,50,53.0920295715332,5.106779730784361,1303.9599609375,41.02000045776367,0.4077350328011513,21,124,11.674318313598633,2.4091972869366285,50,Date,"Type: Date

Answer: Susan B. Anthony's birthday is February 15, 1820."
sampled,25,full,,full,50,19.301057815551758,4.3073332953449865,927.656005859375,12.859999656677246,0.3533427210575478,5,8813,,,0,Reason,Type: Organ of body
sampled,25,compressed,0.25,compressed@0.25,50,27.440937042236328,5.262322777597836,1384.60205078125,23.439998626708984,0.4442092954243104,5,6609,2.67063570022583,0.954679228751506,50,Reason,Type: Organ of body
sampled,25,compressed,0.5,compressed@0.5,50,23.931703567504883,5.274960659657804,1391.260498046875,21.219999313354492,0.4576161811611223,5,4406,10.149454116821289,1.537469333249803,50,Reason,Type: Definition of something
sampled,25,compressed,0.75,compressed@0.75,50,18.66569709777832,4.948410117938134,1224.338134765625,17.34000015258789,0.47419320232260914,5,2203,20.184877395629883,2.4314761804335294,50,Reason,Type: Definition of something
sampled,25,compressed,0.95,compressed@0.95,50,47.41300582885742,5.504994846656875,1515.2484130859375,38.459999084472656,0.425494534078098,5,440,29.631439208984375,1.925270279574809,50,Reason,Type: Definition of something
sampled,26,full,,full,50,7.733063697814941,4.127409777888473,851.7755737304688,9.220000267028809,0.5591366971224487,5,9978,,,0,Description of something,Type: Definition of something
sampled,26,compressed,0.25,compressed@0.25,50,11.620218276977539,3.759758786519755,706.789306640625,13.039999961853027,0.5391949768169583,5,7483,1.0455795526504517,0.4574767668614632,50,Description of something,Type: Definition of something
sampled,26,compressed,0.5,compressed@0.5,50,12.368330955505371,4.203400897078757,883.428955078125,13.399999618530273,0.5274075753362798,5,4989,1.3727548122406006,0.6387015295581053,50,Description of something,Type: Definition of something
sampled,26,compressed,0.75,compressed@0.75,50,7.685155868530273,3.367890007923173,567.1341552734375,11.25999927520752,0.6230766989992579,5,2494,1.926460862159729,0.7869321683276318,50,Description of something,Type: Definition of something
