regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_seq,H_seq_se,varentropy_seq,mean_length,confidence,greedy_length,cache_seq_length,kl_seq,kl_seq_se,n_kl_samples,gold,predicted_answer,answers,length,dataset,language,all_classes,_id,answer_prefix,task,max_new_tokens,primary_score,error
sampled,2,compressed,0.5,compressed@0.5,50,28.19867706298828,5.35847204492568,1435.6611328125,19.979999542236328,0.3759609602395749,3,2755,5.935662746429443,1.906312755114569,50,Color,Type: Color,['Color'],4183,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",1e8eb08f71a04cd4391fcaa7d98a166627d65284c467a318,Type:,trec,84,1.0,0.0
sampled,2,compressed,0.75,compressed@0.75,50,44.18453598022461,7.927205122531364,3142.029052734375,26.299999237060547,0.3120782172435801,5,1377,10.120649337768556,3.156907902502512,50,Color,Type: Definition of something,['Color'],4183,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",1e8eb08f71a04cd4391fcaa7d98a166627d65284c467a318,Type:,trec,84,0.0,1.0
sampled,2,compressed,0.95,compressed@0.95,50,37.59867858886719,5.536629622624671,1532.71337890625,24.399999618530277,0.3436639723438363,3,275,13.407590866088867,4.118111850696111,50,Color,Type: Color,['Color'],4183,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",1e8eb08f71a04cd4391fcaa7d98a166627d65284c467a318,Type:,trec,84,1.0,0.0
sampled,3,full,,full,50,11.075373649597168,3.823539504922517,730.9727172851562,9.84000015258789,0.4583285024775402,3,8007,,,0,Date,Type: Date,['Date'],6104,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",e8c5eb156625bc57f11c1f0c6e9ba97abb46b8672aefb2df,Type:,trec,84,1.0,0.0
sampled,3,compressed,0.25,compressed@0.25,50,19.757396697998047,5.001167588283135,1250.5838623046875,16.979999542236328,0.4464069072639181,3,6005,2.3665192127227783,0.8873047949799077,50,Date,Type: Date,['Date'],6104,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",e8c5eb156625bc57f11c1f0c6e9ba97abb46b8672aefb2df,Type:,trec,84,1.0,0.0
sampled,3,compressed,0.5,compressed@0.5,50,40.93330383300781,5.557008788879815,1544.017333984375,27.68000030517578,0.3587860450605264,38,4003,5.516394138336182,0.9895057492544532,50,Date,"Type: Event

This question is asking for a specific historical event, which is the assassination of President John F. Kennedy. The correct answer would be November 22, 1963.",['Date'],6104,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",e8c5eb156625bc57f11c1f0c6e9ba97abb46b8672aefb2df,Type:,trec,84,0.0,1.0
sampled,3,compressed,0.75,compressed@0.75,50,33.247615814208984,5.106517262742534,1303.825927734375,25.899999618530277,0.4107431006753807,42,2001,7.333673477172852,1.1913467582482742,50,Date,"Type: Event

This question is asking for a specific historical event, which is the assassination of President John F. Kennedy. The answer would be a date, which is November 22, 1963.",['Date'],6104,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",e8c5eb156625bc57f11c1f0c6e9ba97abb46b8672aefb2df,Type:,trec,84,0.0,1.0
sampled,3,compressed,0.95,compressed@0.95,50,49.42184066772461,6.461803335273366,2087.7451171875,36.7599983215332,0.3938051216880917,41,400,14.792765617370604,1.3817791645802049,50,Date,"Type: Historical Event

This question is about a specific event in history, the assassination of President John F. Kennedy. The answer would be a date, which is November 22, 1963.",['Date'],6104,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",e8c5eb156625bc57f11c1f0c6e9ba97abb46b8672aefb2df,Type:,trec,84,0.0,1.0
sampled,4,full,,full,50,14.332975387573242,5.399813500468674,1457.8992919921875,9.279999732971191,0.3428140855297182,4,7155,,,0,Currency name,Type: Other entity,['Currency name'],5463,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",9587abceff7bb3b9e0f0df6a0a040945a27b7e1eb67c64e5,Type:,trec,84,0.0,1.0
sampled,4,compressed,0.25,compressed@0.25,50,28.38413429260254,7.657785560297442,2932.083984375,16.100000381469727,0.2946369614675719,3,5366,5.238837242126465,1.4801732266061696,50,Currency name,Type: Currency,['Currency name'],5463,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",9587abceff7bb3b9e0f0df6a0a040945a27b7e1eb67c64e5,Type:,trec,84,0.0,1.0
sampled,4,compressed,0.5,compressed@0.5,50,27.416053771972656,6.295900785369696,1981.9183349609373,17.15999984741211,0.3304096779611891,3,3577,5.53441047668457,1.862927934269399,50,Currency name,Type: Currency,['Currency name'],5463,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",9587abceff7bb3b9e0f0df6a0a040945a27b7e1eb67c64e5,Type:,trec,84,0.0,1.0
sampled,4,compressed,0.75,compressed@0.75,50,35.6357421875,5.428299957600676,1473.322021484375,22.479999542236328,0.3332738702802751,3,1788,6.9474921226501465,1.808420871192124,50,Currency name,Type: Currency,['Currency name'],5463,trec,en,"['Food', 'Date', 'Order, rank', 'Speed', 'Disease and medicine', 'Word with a special property', 'Abbreviation', 'Language', 'Letter like a-z', 'Other entity', 'Animal', 'Expression abbreviated', 'Price', 'Techniques and method', 'Musical instrument', 'Mountain', 'Currency name', 'Event', 'Product', 'State', 'Individual', 'Organ of body', 'Reason', 'Manner of an action', 'City', 'Religion', 'Invention, book and other creative piece', 'Distance, linear measure', 'Temperature', 'Postcode or other code', 'Size, area and volume', 'Sport', 'Country', 'Other location', 'Lasting time of somethin', 'Equivalent term', 'Description of something', 'Weight', 'Vehicle', 'Color', 'Other number', 'Definition of something', 'Element and substance', 'Description of a person', 'Symbols and sign', 'Number of something', 'Plant', 'Percent, fraction', 'Group or organization of person', 'Title of a person']",9587abceff7bb3b9e0f0df6a0a040945a27b7e1eb67c64e5,Type:,trec,84,0.0,1.0
