regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_bits,se_bits,varentropy_bits,mean_length,confidence,greedy_length,cache_seq_length,gold,predicted_answer
sampled,4,compressed,0.75,compressed@0.75,50,31.12880516052246,4.839049382449124,1170.8199462890625,23.739999771118164,0.4029747503776985,19,268,erotic thriller film,No information is provided about Atom Egoyan's biggest commercial success on stage or on film.
sampled,5,full,,full,50,3.860828161239624,0.3177694910105661,5.048872470855713,4.059999942779541,0.5172942595753239,3,1083,Parliament,Parliament.
sampled,5,compressed,0.25,compressed@0.25,50,3.7905545234680176,0.41295878011133863,8.526747703552246,4.21999979019165,0.5365424724980057,3,812,Parliament,Parliament.
sampled,5,compressed,0.75,compressed@0.75,50,3.54370379447937,0.23548302741959504,2.7726128101348877,4.259999752044678,0.5618062574273417,2,270,Parliament,Parliament
sampled,6,full,,full,50,18.36519432067871,3.130295610697425,489.9375305175781,12.25999927520752,0.35404955520846304,16,1076,Tharangambadi,No information is available about Thirukkalacherry in the given passages.
sampled,6,compressed,0.25,compressed@0.25,50,17.090167999267578,2.5359367779573834,321.54876708984375,14.139999389648438,0.43267631614025226,16,807,Tharangambadi,No information is available about Thirukkalacherry in the given text.
sampled,6,compressed,0.75,compressed@0.75,50,15.654597282409668,3.228272851769,521.0872802734375,13.059999465942383,0.4356774861101912,16,269,Tharangambadi,No information is available about Thirukkalacherry in the provided text.
sampled,7,full,,full,50,2.0426111221313477,0.9642746455450416,46.49127960205078,4.619999885559082,0.7360503525851614,3,1077,Pleiospilos,Pueraria
sampled,7,compressed,0.25,compressed@0.25,50,4.773409843444824,2.1198593611222183,224.690185546875,5.819999694824219,0.5663738031267775,3,807,Pleiospilos,Pueraria
sampled,7,compressed,0.75,compressed@0.75,50,4.9946699142456055,2.661985535683374,354.308349609375,6.179999828338623,0.571094327554231,3,269,Pleiospilos,Pueraria
sampled,8,full,,full,50,14.07249927520752,6.427604652006842,2065.705078125,6.599999904632568,0.22811023791675364,2,1095,2013,2013
sampled,8,compressed,0.25,compressed@0.25,50,7.675592422485352,2.7726280729055715,384.3733215332031,7.759999752044678,0.5037840078175851,2,821,2013,2013
sampled,8,compressed,0.75,compressed@0.75,50,6.56726598739624,2.8843594469041673,415.9764709472656,5.679999828338623,0.4486900700667219,2,273,2013,2013
sampled,9,full,,full,50,3.745748519897461,0.5304216636468284,14.067357063293457,5.539999961853027,0.6258427444870033,5,1084,The Rebirth,Noelle Scaggs
sampled,9,compressed,0.25,compressed@0.25,50,9.134662628173828,3.3918303229160984,575.2256469726562,9.199999809265137,0.5024673868692754,5,813,The Rebirth,Noelle Scaggs
sampled,9,compressed,0.75,compressed@0.75,50,53.00468444824219,8.428854366846066,3552.279296875,21.139999389648438,0.17588236908324176,24,271,The Rebirth,No specific information is provided about the female member of Fitz and The Tantrums being the front woman for ten years.
sampled,10,full,,full,50,31.73828125,6.121406989831361,1873.5811767578125,14.479999542236328,0.21886750383351808,26,1085,"October 13, 1980","No information is available about the American singer, songwriter, record producer, dancer and actress who's second studio album is Chapter II."
sampled,10,compressed,0.25,compressed@0.25,50,34.97474670410156,4.634402920516029,1073.884521484375,22.059999465942383,0.33322364098638524,26,813,"October 13, 1980","No information is available about the American singer, songwriter, record producer, dancer and actress who's second studio album is Chapter II."
sampled,10,compressed,0.75,compressed@0.75,50,57.04259490966797,11.856292830708087,7028.583984375,29.3799991607666,0.26033746399790514,26,271,"October 13, 1980","No information is provided about the American singer, songwriter, record producer, dancer and actress who's second studio album is Chapter II."
sampled,11,full,,full,50,4.608856678009033,3.805988932959803,724.277587890625,5.019999980926514,0.5292059011145295,3,1077,Betty Cohen,Han Peekel
sampled,11,compressed,0.25,compressed@0.25,50,47.60768508911133,17.76147681342264,15773.5029296875,10.479999542236328,0.04290476659958236,2,807,Betty Cohen,Han Solo
sampled,11,compressed,0.75,compressed@0.75,50,32.552452087402344,9.911910350526531,4912.29833984375,9.139999389648438,0.08469744881964718,4,269,Betty Cohen,Hanukkah Special
sampled,12,full,,full,50,20.24907875061035,6.13263952781549,1880.46337890625,19.81999969482422,0.4925531123663342,3,1089,Mary Astor,Bette Davis
sampled,12,compressed,0.25,compressed@0.25,50,3.7651634216308594,1.314093619578006,86.34210205078125,8.359999656677246,0.7318508580400054,3,816,Mary Astor,Bette Davis
sampled,12,compressed,0.75,compressed@0.75,50,11.899628639221191,3.6992772401658915,684.2326049804688,15.380000114440918,0.5849122177151385,3,272,Mary Astor,Bette Davis
sampled,13,full,,full,50,1.8558900356292725,0.19197585695186983,1.8427364826202393,3.1599998474121094,0.6655841562680462,3,1076,number five,Number five.
sampled,13,compressed,0.25,compressed@0.25,50,4.461105823516846,0.7120076670287441,25.347745895385742,3.819999933242798,0.44509068923725165,3,807,number five,Number five.
sampled,13,compressed,0.75,compressed@0.75,50,18.034992218017578,6.674497801216021,2227.446044921875,8.800000190734863,0.24157936008683206,3,269,number five,Number 5
sampled,14,full,,full,50,18.11151885986328,3.065999674479149,470.0177001953125,28.81999969482422,0.646877403364286,28,1082,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Alaska, New England, New York State, Fennoscandia, the Baltic states, Poland, Kazakhstan, and Russia."
sampled,14,compressed,0.25,compressed@0.25,50,21.010263442993164,4.0262502304214465,810.5345458984375,30.35999870300293,0.6189789727211251,28,811,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Alaska, New England, New York State, Fennoscandia, the Baltic states, Poland, Kazakhstan, and Russia."
sampled,14,compressed,0.75,compressed@0.75,50,37.01324462890625,6.373065921382051,2030.7984619140625,18.579999923706055,0.2513724685687614,37,270,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Russia, and parts of northern Europe share a common deer species with the forests of Mara and Mondrem, which are likely referring to the boreal forests of northern Scandinavia."
sampled,15,full,,full,50,24.26997947692871,2.9507031653356584,435.33245849609375,18.03999900817871,0.3935605118404115,13,1080,2000 Summer Olympic Games,No information is available about a professional cyclist named Sara Symington.
sampled,15,compressed,0.25,compressed@0.25,50,31.70087242126465,4.959751826814902,1229.9569091796875,21.739999771118164,0.36395151539614,15,810,2000 Summer Olympic Games,"No Olympic Games held in Sydney, Australia, are mentioned in the text."
sampled,15,compressed,0.75,compressed@0.75,50,41.99677276611328,8.27564226406703,3424.312744140625,21.68000030517578,0.2611371297756084,15,270,2000 Summer Olympic Games,"No Olympic Games held in Sydney, Australia, are mentioned in the text."
sampled,16,full,,full,50,23.035078048706055,2.979339870584275,443.82330322265625,19.020000457763672,0.43193985249854755,23,1080,Claudio Javier López,There is no information about a retired Argentine footballer who played as a forward for Valencia CF in the given passages.
sampled,16,compressed,0.25,compressed@0.25,50,19.566774368286133,2.844622440861825,404.5938415527344,19.520000457763672,0.49917022717729215,23,810,Claudio Javier López,There is no information that the retired Argentine footballer who played as a forward was a main player for Valencia CF.
sampled,16,compressed,0.75,compressed@0.75,50,34.336185455322266,4.709194588448751,1108.82568359375,26.279998779296875,0.4042859515717913,23,270,Claudio Javier López,There is no information that the retired Argentine footballer who played as a forward was a main player for Valencia CF.
sampled,17,full,,full,50,45.24209976196289,7.450686839144429,2775.63671875,21.69999885559082,0.2357141863687331,13,1080,George H. W. Bush,There is no information about Richard Darman in the given passages.
sampled,17,compressed,0.25,compressed@0.25,50,48.27126693725586,6.3541098443497575,2018.735595703125,29.899999618530273,0.326595389894353,13,810,George H. W. Bush,There is no information about Richard Darman in the provided passages.
sampled,17,compressed,0.75,compressed@0.75,50,52.64222717285156,6.424989740385778,2064.024658203125,28.65999984741211,0.2799451448256251,25,270,George H. W. Bush,There is no information in the provided texts about Richard Darman or the actor who was also a president that he worked with.
sampled,18,full,,full,50,11.484091758728027,4.636887699638897,1075.036376953125,9.519999504089355,0.4333749813082755,5,1087,"""Talk That Talk""",Honey to the B
sampled,18,compressed,0.25,compressed@0.25,50,11.820305824279785,3.8002937604895264,722.1116333007812,9.880000114440918,0.43636665926077794,5,815,"""Talk That Talk""",Honey to the B
sampled,18,compressed,0.75,compressed@0.75,50,27.2263126373291,5.532784259317929,1530.5850830078125,13.619999885559082,0.25017420064921514,7,271,"""Talk That Talk""","Honey, I'm in America"
sampled,19,full,,full,50,21.971065521240234,3.840908979279433,737.6290893554688,16.799999237060547,0.4039359394269091,24,1084,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990."
sampled,19,compressed,0.25,compressed@0.25,50,24.209856033325195,3.0929205011707785,478.307861328125,26.0,0.5244407476049089,24,813,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990."
sampled,19,compressed,0.75,compressed@0.75,50,45.62965393066406,7.4148898050013194,2749.029541015625,27.719999313354492,0.3195045857665643,24,271,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990."
sampled,20,full,,full,50,8.399284362792969,3.6606679038056873,670.0244750976562,4.619999885559082,0.2836085696728121,3,1082,Cartoon Cartoon Fridays,TEENick
sampled,20,compressed,0.25,compressed@0.25,50,14.45792007446289,4.821169646238608,1162.183837890625,7.179999828338623,0.24764785889625598,3,811,Cartoon Cartoon Fridays,TEENick
sampled,20,compressed,0.75,compressed@0.75,50,17.58550262451172,4.89276136445783,1196.9556884765625,8.420000076293945,0.23511858863924195,3,270,Cartoon Cartoon Fridays,TEENick
sampled,21,full,,full,50,21.76229476928711,2.6935861772255634,362.77032470703125,13.779999732971191,0.3346519418794962,13,1074,on the Cumberland Plain,There is no information about Kellyville Ridge in the given passages.
sampled,21,compressed,0.25,compressed@0.25,50,17.16995620727539,1.5790558922933438,124.6708755493164,15.880000114440918,0.47262521500212146,13,805,on the Cumberland Plain,There is no information about Kellyville Ridge in the given passages.
sampled,21,compressed,0.75,compressed@0.75,50,36.935298919677734,5.395279919536729,1455.4522705078125,23.0,0.32853464807451876,13,268,on the Cumberland Plain,There is no information about Kellyville Ridge in the provided text.
sampled,22,full,,full,50,2.018965721130371,0.2694411594369774,3.629926919937134,3.679999828338623,0.6836680846954587,2,1079,Long Island,Long Island
sampled,22,compressed,0.25,compressed@0.25,50,4.701050281524658,2.8894035637310274,417.4326477050781,4.779999732971191,0.5057571163894838,2,809,Long Island,Long Island
sampled,22,compressed,0.75,compressed@0.75,50,3.555393934249878,1.119130705944263,62.622676849365234,4.019999980926514,0.5417028707790575,2,269,Long Island,Long Island
sampled,23,full,,full,50,40.810096740722656,5.266902663983359,1387.01318359375,21.020000457763672,0.2603476219194061,16,1078,PewDiePie,There is no information about a season eighteen of South Park in the given passages.
sampled,23,compressed,0.25,compressed@0.25,50,40.66169738769531,4.52279221433646,1022.782470703125,28.84000015258789,0.37633613198451477,16,808,PewDiePie,There is no information about a season eighteen of South Park in the provided text.
sampled,23,compressed,0.75,compressed@0.75,50,47.20777130126953,6.122427712415231,1874.2060546875,30.67999839782715,0.3441919056528821,16,269,PewDiePie,There is no information about a season eighteen of South Park in the provided text.
sampled,24,full,,full,50,35.32771301269531,6.496053865256391,2109.935791015625,16.459999084472656,0.22589484665642895,8,1080,It's Always Sunny in Philadelphia,I can't help you with that.
sampled,24,compressed,0.25,compressed@0.25,50,70.7371826171875,19.465615718813005,18945.509765625,24.53999900817871,0.13560423086908804,25,810,It's Always Sunny in Philadelphia,I'm not aware of any information about Robbie Tucker playing in a series about a group of friends who run an Irish bar.
sampled,24,compressed,0.75,compressed@0.75,50,61.86104202270508,9.33640126986169,4358.41943359375,34.119998931884766,0.2845899267364767,25,270,It's Always Sunny in Philadelphia,I'm not aware of any information about Robbie Tucker playing in a series about a group of friends who run an Irish bar.
sampled,25,full,,full,50,12.981739044189453,0.8683468109471187,37.70130920410156,3.4800000190734863,0.07534289229592378,3,1110,#364,"1,500"
sampled,25,compressed,0.25,compressed@0.25,50,12.95773983001709,0.5717093139103266,16.34257698059082,3.179999828338623,0.0593437051853266,3,832,#364,"1,500"
sampled,25,compressed,0.75,compressed@0.75,50,12.619782447814941,0.598496269348296,17.909889221191406,3.179999828338623,0.06388029247674877,3,277,#364,"1,500"
sampled,26,full,,full,50,4.059192180633545,0.26566685963826686,3.5289440155029297,4.739999771118164,0.5523406825745525,3,1084,Ribosomes,ribosomal assembly
sampled,26,compressed,0.25,compressed@0.25,50,4.206900596618652,0.31646325622171706,5.007449626922607,4.619999885559082,0.5319694972902425,3,813,Ribosomes,ribosomal assembly
sampled,26,compressed,0.75,compressed@0.75,50,2.9070799350738525,0.2828946157709654,4.001468181610107,4.139999866485596,0.6146370989193841,3,271,Ribosomes,ribosomal assembly
sampled,27,full,,full,50,14.661763191223145,4.684487573697362,1097.22119140625,9.34000015258789,0.33685931405956776,3,1076,Dracula,Pistacia
sampled,27,compressed,0.25,compressed@0.25,50,0.572689414024353,0.15728813150572116,1.2369778156280518,3.9800000190734863,0.9050743318774152,3,807,Dracula,Pistacia
sampled,27,compressed,0.75,compressed@0.75,50,1.5147637128829956,0.8560936109748473,36.644813537597656,4.179999828338623,0.7778782752820471,3,269,Dracula,Pistacia
sampled,28,full,,full,50,4.21812105178833,1.1981879221870833,71.78271484375,11.039999961853027,0.7673325262953028,10,1078,Band-e Amir National Park,Band-e Azhdahar (The Dragon)
sampled,28,compressed,0.25,compressed@0.25,50,4.290182590484619,1.0240166389782428,52.430503845214844,11.25999927520752,0.76789932628886,10,808,Band-e Amir National Park,Band-e Azhdahar (The Dragon)
sampled,28,compressed,0.75,compressed@0.75,50,8.326441764831543,2.0587390247601354,211.92031860351562,13.59999942779541,0.654180929225398,10,269,Band-e Amir National Park,Band-e Azhdahar (The Dragon)
sampled,29,full,,full,50,1.9796195030212402,0.30084078905442113,4.525259017944336,6.279999732971191,0.8037250485989971,4,1082,University of Southern California,University of Southern California
sampled,29,compressed,0.25,compressed@0.25,50,1.7602382898330688,0.21958501300012515,2.410878896713257,6.279999732971191,0.8234239212234767,4,811,University of Southern California,University of Southern California
sampled,29,compressed,0.75,compressed@0.75,50,1.497449278831482,0.18422774560657723,1.696993112564087,7.619999885559082,0.8726556254761769,8,270,University of Southern California,University of Southern California (USC)
sampled,30,full,,full,50,29.562089920043945,4.010043238837176,804.0223388671875,16.84000015258789,0.2961769944028178,21,1079,7.2 million,No information is available in the given passages about the number of citizens in Yau Ma Tei North.
sampled,30,compressed,0.25,compressed@0.25,50,20.740564346313477,2.443271037821595,298.4786682128906,16.520000457763672,0.4188535853577664,17,809,7.2 million,No information is provided about the number of citizens in Yau Ma Tei North.
sampled,30,compressed,0.75,compressed@0.75,50,25.186532974243164,3.4640959769469437,599.998046875,19.459999084472656,0.4077418492908307,18,269,7.2 million,No information is provided in the text about the population of Yau Ma Tei North.
sampled,31,full,,full,50,4.346951961517334,0.8805925662996853,38.77216339111328,8.039999961853027,0.687453639331868,4,1082,"A123 Systems, LLC",Glynne Townsend
sampled,31,compressed,0.25,compressed@0.25,50,51.306396484375,9.120300587837004,4158.994140625,19.8799991607666,0.1671476795532446,3,811,"A123 Systems, LLC",Gao Feng
sampled,31,compressed,0.75,compressed@0.75,50,68.36040496826172,9.617882920632793,4625.18359375,26.19999885559082,0.16389276989917795,54,270,"A123 Systems, LLC","Gao Liang, the head of A123 Systems, a subsidiary of Wanxiang Group, was not directly involved in the founding of Spider9. However, A123 Systems' CEO, David Vieau, was not mentioned as a founder of Spider9 either."
sampled,32,full,,full,50,7.744838237762451,2.4385085303396137,297.3161926269531,6.0,0.4087225150395843,3,1082,"143,372",Traverse City
sampled,32,compressed,0.25,compressed@0.25,50,14.005859375,3.5258834705711526,621.5927124023438,9.279999732971191,0.3512932752355048,3,811,"143,372",Traverse City
sampled,32,compressed,0.75,compressed@0.75,50,28.75924301147461,7.415268111934659,2749.31005859375,12.179999351501465,0.19463108776933236,3,270,"143,372",Traverse City
sampled,33,full,,full,50,1.6722897291183472,0.44570408786733196,9.93260669708252,5.299999713897705,0.8035577510740404,4,1099,Taoiseach of Ireland,Taoiseach
sampled,33,compressed,0.25,compressed@0.25,50,1.3914682865142822,0.3361390117137891,5.649471759796143,5.299999713897705,0.8336182683018073,4,824,Taoiseach of Ireland,Taoiseach
sampled,33,compressed,0.75,compressed@0.75,50,7.82952880859375,5.549599902878698,1539.9029541015625,6.839999675750732,0.4522937571207239,4,274,Taoiseach of Ireland,Taoiseach
sampled,34,full,,full,50,22.194759368896484,8.250486195427364,3403.526123046875,9.479999542236328,0.19734344958476344,2,1082,"Troy, Montana",Troy
sampled,34,compressed,0.25,compressed@0.25,50,15.657829284667969,5.609660290447074,1573.4144287109375,8.380000114440918,0.2738625637223403,2,811,"Troy, Montana",Troy
sampled,34,compressed,0.75,compressed@0.75,50,9.985949516296387,3.0095879500201104,452.8809814453125,8.239999771118164,0.4317035572429628,2,270,"Troy, Montana",Troy
sampled,35,full,,full,50,5.705693244934082,2.859756741082021,408.9104309082031,8.720000267028809,0.6353737525976709,6,1075,Mika Häkkinen,Mika Häkkinen
sampled,35,compressed,0.25,compressed@0.25,50,13.116621017456055,4.449413475216424,989.864013671875,12.139999389648438,0.4728824157426474,6,806,Mika Häkkinen,Mika Häkkinen
sampled,35,compressed,0.75,compressed@0.75,50,23.091449737548828,6.223155827795995,1936.3834228515625,17.34000015258789,0.39730343504416255,6,268,Mika Häkkinen,Mika Häkkinen
sampled,36,full,,full,50,6.561574935913086,2.387539880229752,285.017333984375,6.099999904632568,0.47445131422570386,6,1081,Constantine,Chernobyl Diaries
sampled,36,compressed,0.25,compressed@0.25,50,4.903755187988281,2.3786200310165397,282.89166259765625,6.21999979019165,0.5789918287164211,6,810,Constantine,Chernobyl Diaries
sampled,36,compressed,0.75,compressed@0.75,50,32.88389205932617,7.787232890683955,3032.0498046875,10.5,0.11408655984213273,2,270,Constantine,Chaos
sampled,37,full,,full,50,25.18132781982422,8.736497114744415,3816.319091796875,10.979999542236328,0.20399680948912735,4,1086,George Balanchine,Anna Pavlova
sampled,37,compressed,0.25,compressed@0.25,50,19.146434783935547,12.153040225340735,7384.8193359375,8.220000267028809,0.19898755297298773,4,814,George Balanchine,Anna Pavlova
sampled,37,compressed,0.75,compressed@0.75,50,17.758953094482422,5.376468958064508,1445.3209228515625,9.019999504089355,0.2554580103460837,4,271,George Balanchine,Anna Pavlova
sampled,38,full,,full,50,18.67534637451172,2.693916644896133,362.8593444824219,15.359999656677246,0.43052147453072986,23,1076,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the given passages.
sampled,38,compressed,0.25,compressed@0.25,50,17.64771270751953,1.5374077497890168,118.1811294555664,19.8799991607666,0.5404706023974986,23,807,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the provided passages.
sampled,38,compressed,0.75,compressed@0.75,50,22.238983154296875,2.9570770719699397,437.2152404785156,22.53999900817871,0.5046498880094641,23,269,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the provided text.
sampled,39,full,,full,50,11.176552772521973,5.265469443177052,1386.2584228515625,10.15999984741211,0.46649889656579724,7,1079,Summer Magic,Around the World in 80 Days
sampled,39,compressed,0.25,compressed@0.25,50,7.265096187591553,2.178967034828014,237.39486694335938,9.539999961853027,0.5898661449634944,7,809,Summer Magic,Around the World in 80 Days
sampled,39,compressed,0.75,compressed@0.75,50,3.226785182952881,0.7291030536332863,26.57956314086914,6.839999675750732,0.7210882588793672,7,269,Summer Magic,Around the World in 80 Days
sampled,40,full,,full,50,0.5544140338897705,0.1989449987553209,1.978955626487732,3.9599997997283936,0.9075169213464507,3,1077,Nobel Prize,Nobel Prize
sampled,40,compressed,0.25,compressed@0.25,50,0.4888368248939514,0.21588487306778728,2.3303139209747314,4.099999904632568,0.9206798665053654,3,807,Nobel Prize,Nobel Prize
sampled,40,compressed,0.75,compressed@0.75,50,0.8023565411567688,0.2947237797043907,4.343105316162109,4.079999923706055,0.8725707274128798,3,269,Nobel Prize,Nobel Prize
sampled,41,full,,full,50,4.635576248168945,1.3399956637639727,89.7794189453125,7.440000057220459,0.6492917031539185,5,1081,"seasonal television specials, particularly its work in stop motion animation",Seasonal television specials.
sampled,41,compressed,0.25,compressed@0.25,50,2.8157479763031006,0.2544172854507107,3.23640775680542,8.0,0.7835142952038274,5,810,"seasonal television specials, particularly its work in stop motion animation",Seasonal television specials.
sampled,41,compressed,0.75,compressed@0.75,50,9.792266845703125,1.916596138803724,183.6670379638672,8.539999961853027,0.4516773672143451,6,270,"seasonal television specials, particularly its work in stop motion animation",Seasonal animated television specials.
sampled,42,full,,full,50,17.003190994262695,2.0872502891438893,217.8306884765625,11.359999656677246,0.35434833616709827,32,1085,Dame Eileen June Atkins,"No answer is available for the question as none of the given passages mention the actress who starred in the 1981 BBC television serial, Sons and Lovers."
sampled,42,compressed,0.25,compressed@0.25,50,23.3526554107666,3.8439372096178124,738.7926635742188,14.119999885559082,0.3177863807852798,15,813,Dame Eileen June Atkins,No answer is available as the question is not answered in the provided passages.
sampled,42,compressed,0.75,compressed@0.75,50,22.13442039489746,3.6131923130946477,652.7579345703125,18.35999870300293,0.4335954307343308,15,271,Dame Eileen June Atkins,No answer is available as the question is not answered in the provided passages.
sampled,43,full,,full,50,26.56555938720703,4.984057591774497,1242.04150390625,18.719999313354492,0.3739454019773025,14,1084,Iran,There is no information about the Nimavar school in the given passages.
sampled,43,compressed,0.25,compressed@0.25,50,23.26396369934082,4.459555937552107,994.3819580078125,19.079999923706055,0.4294954290675824,14,813,Iran,There is no information about the Nimavar school in the provided passages.
sampled,43,compressed,0.75,compressed@0.75,50,31.843515396118164,4.298233166035711,923.7404174804688,24.779998779296875,0.41035683421059876,14,271,Iran,There is no information about the Nimavar school in the provided text.
sampled,44,full,,full,50,32.70957946777344,9.885838099113045,4886.48974609375,9.319999694824219,0.08780143593792937,3,1088,Hakim Abdullah Jamal,Stokely
sampled,44,compressed,0.25,compressed@0.25,50,36.91917037963867,14.402765305228716,10371.982421875,13.399999618530273,0.14811995745717663,5,816,Hakim Abdullah Jamal,Stokely Carmichael
sampled,44,compressed,0.75,compressed@0.75,50,32.27507400512695,6.645538255923105,2208.158935546875,15.079999923706055,0.22683938991461486,5,272,Hakim Abdullah Jamal,Stokely Carmichael
sampled,45,full,,full,50,0.484811395406723,0.12372675455806756,0.7654154896736145,4.099999904632568,0.9213066394928818,3,1078,Keith Morris,Rome Ramirez
sampled,45,compressed,0.25,compressed@0.25,50,1.212586522102356,0.7942871919208516,31.544607162475586,4.519999980926514,0.830313835784686,3,808,Keith Morris,Rome Ramirez
sampled,45,compressed,0.75,compressed@0.75,50,0.95350182056427,0.6206565690631103,19.26072883605957,4.299999713897705,0.8575278164304876,3,269,Keith Morris,Rome Ramirez
sampled,46,full,,full,50,0.4897637367248535,0.21781071228432092,2.372075319290161,3.1999998092651367,0.899346408724844,2,1083,YIVO,YIVO
sampled,46,compressed,0.25,compressed@0.25,50,2.35013747215271,0.8512032463241281,36.22734832763672,4.319999694824219,0.6858603006594367,2,812,YIVO,YIVO
sampled,46,compressed,0.75,compressed@0.75,50,2.7017629146575928,0.8670280681145435,37.586883544921875,3.619999885559082,0.5961125400261306,2,270,YIVO,YIVO
sampled,47,full,,full,50,0.8331032991409302,0.08412048665561203,0.3538128137588501,6.899999618530273,0.9197160258695017,7,1078,"January 18, 1813","March 9, 1826"
sampled,47,compressed,0.25,compressed@0.25,50,1.850577473640442,0.5093098979138705,12.969828605651855,6.319999694824219,0.8163089010342766,7,808,"January 18, 1813","March 9, 1826"
sampled,47,compressed,0.75,compressed@0.75,50,2.8891117572784424,1.7650409535960048,155.7684783935547,6.359999656677246,0.7298829975735657,7,269,"January 18, 1813","March 9, 1826"
sampled,48,full,,full,50,23.916372299194336,4.0939514203788345,838.0219116210938,15.699999809265137,0.34788060710505936,19,1077,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the given passages.
sampled,48,compressed,0.25,compressed@0.25,50,26.71871566772461,3.776574782768607,713.1258544921875,23.799999237060547,0.4592542090738999,19,807,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the provided text.
sampled,48,compressed,0.75,compressed@0.75,50,29.48681640625,8.460775765998056,3579.236328125,21.19999885559082,0.38133010953168983,19,269,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the provided text.
sampled,49,full,,full,50,27.65995216369629,3.0412139918041468,462.4491271972656,20.31999969482422,0.38925348406924276,24,1088,1763,There is no information about François Beaucourt or the place in Canada where he was mainly active in the given passages.
sampled,49,compressed,0.25,compressed@0.25,50,30.289682388305664,3.2623696019798056,532.1527709960938,28.0,0.4724474017328749,24,816,1763,There is no information about François Beaucourt or the place in Canada where he was mainly active in the provided text.
sampled,49,compressed,0.75,compressed@0.75,50,32.093772888183594,4.09306709475761,837.659912109375,28.719999313354492,0.4609009892712907,26,272,1763,There is no information about the place in Canada where François Beaucourt was mainly active acquiring its present name in the provided text.
sampled,50,full,,full,50,37.733970642089844,8.913363387352723,3972.40234375,14.399999618530273,0.16262097960180616,4,1083,Pope John X,King Hugh of Italy
sampled,50,compressed,0.25,compressed@0.25,50,21.626850128173828,4.630576241476324,1072.11181640625,12.179999351501465,0.2920720968499547,8,812,Pope John X,King Guido III of Spoleto
